strategy,player,tier,hits,n_draws,empirical_prob,theoretical_prob,game
Quick Pick,quick_pick,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Quick Pick,quick_pick,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Quick Pick,quick_pick,Match 5,38,2000000,1.9e-05,1.8020832081886662e-05,649
Quick Pick,quick_pick,Match 4,1981,2000000,0.0009905,0.000968619724401408,649
Quick Pick,quick_pick,Match 3,35747,2000000,0.0178735,0.017650403866870102,649
Quick Pick,quick_pick,Match 2 + Bonus,24782,2000000,0.012391,0.012314235255955885,649
Fixed Numbers,fixed_0,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_0,Match 5 + Bonus,4,2000000,2e-06,4.29067430521111e-07,649
Fixed Numbers,fixed_0,Match 5,33,2000000,1.65e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_0,Match 4,2053,2000000,0.0010265,0.000968619724401408,649
Fixed Numbers,fixed_0,Match 3,35427,2000000,0.0177135,0.017650403866870102,649
Fixed Numbers,fixed_0,Match 2 + Bonus,24564,2000000,0.012282,0.012314235255955885,649
Fixed Numbers,fixed_1,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_1,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_1,Match 5,45,2000000,2.25e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_1,Match 4,1896,2000000,0.000948,0.000968619724401408,649
Fixed Numbers,fixed_1,Match 3,35223,2000000,0.0176115,0.017650403866870102,649
Fixed Numbers,fixed_1,Match 2 + Bonus,24825,2000000,0.0124125,0.012314235255955885,649
Fixed Numbers,fixed_2,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_2,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_2,Match 5,37,2000000,1.85e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_2,Match 4,1952,2000000,0.000976,0.000968619724401408,649
Fixed Numbers,fixed_2,Match 3,35305,2000000,0.0176525,0.017650403866870102,649
Fixed Numbers,fixed_2,Match 2 + Bonus,24822,2000000,0.012411,0.012314235255955885,649
Fixed Numbers,fixed_3,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_3,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_3,Match 5,38,2000000,1.9e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_3,Match 4,1869,2000000,0.0009345,0.000968619724401408,649
Fixed Numbers,fixed_3,Match 3,35021,2000000,0.0175105,0.017650403866870102,649
Fixed Numbers,fixed_3,Match 2 + Bonus,24659,2000000,0.0123295,0.012314235255955885,649
Fixed Numbers,fixed_4,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_4,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_4,Match 5,25,2000000,1.25e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_4,Match 4,1842,2000000,0.000921,0.000968619724401408,649
Fixed Numbers,fixed_4,Match 3,35007,2000000,0.0175035,0.017650403866870102,649
Fixed Numbers,fixed_4,Match 2 + Bonus,24808,2000000,0.012404,0.012314235255955885,649
Fixed Numbers,fixed_5,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_5,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_5,Match 5,31,2000000,1.55e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_5,Match 4,1878,2000000,0.000939,0.000968619724401408,649
Fixed Numbers,fixed_5,Match 3,35603,2000000,0.0178015,0.017650403866870102,649
Fixed Numbers,fixed_5,Match 2 + Bonus,24527,2000000,0.0122635,0.012314235255955885,649
Fixed Numbers,fixed_6,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_6,Match 5 + Bonus,2,2000000,1e-06,4.29067430521111e-07,649
Fixed Numbers,fixed_6,Match 5,36,2000000,1.8e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_6,Match 4,1883,2000000,0.0009415,0.000968619724401408,649
Fixed Numbers,fixed_6,Match 3,35635,2000000,0.0178175,0.017650403866870102,649
Fixed Numbers,fixed_6,Match 2 + Bonus,24480,2000000,0.01224,0.012314235255955885,649
Fixed Numbers,fixed_7,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_7,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_7,Match 5,24,2000000,1.2e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_7,Match 4,1941,2000000,0.0009705,0.000968619724401408,649
Fixed Numbers,fixed_7,Match 3,35072,2000000,0.017536,0.017650403866870102,649
Fixed Numbers,fixed_7,Match 2 + Bonus,24880,2000000,0.01244,0.012314235255955885,649
Fixed Numbers,fixed_8,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_8,Match 5 + Bonus,2,2000000,1e-06,4.29067430521111e-07,649
Fixed Numbers,fixed_8,Match 5,38,2000000,1.9e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_8,Match 4,1870,2000000,0.000935,0.000968619724401408,649
Fixed Numbers,fixed_8,Match 3,35299,2000000,0.0176495,0.017650403866870102,649
Fixed Numbers,fixed_8,Match 2 + Bonus,24465,2000000,0.0122325,0.012314235255955885,649
Fixed Numbers,fixed_9,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_9,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_9,Match 5,30,2000000,1.5e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_9,Match 4,1930,2000000,0.000965,0.000968619724401408,649
Fixed Numbers,fixed_9,Match 3,35280,2000000,0.01764,0.017650403866870102,649
Fixed Numbers,fixed_9,Match 2 + Bonus,24614,2000000,0.012307,0.012314235255955885,649
Fixed Numbers,fixed_10,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_10,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_10,Match 5,32,2000000,1.6e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_10,Match 4,1988,2000000,0.000994,0.000968619724401408,649
Fixed Numbers,fixed_10,Match 3,35098,2000000,0.017549,0.017650403866870102,649
Fixed Numbers,fixed_10,Match 2 + Bonus,24742,2000000,0.012371,0.012314235255955885,649
Fixed Numbers,fixed_11,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_11,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_11,Match 5,32,2000000,1.6e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_11,Match 4,1927,2000000,0.0009635,0.000968619724401408,649
Fixed Numbers,fixed_11,Match 3,35375,2000000,0.0176875,0.017650403866870102,649
Fixed Numbers,fixed_11,Match 2 + Bonus,24344,2000000,0.012172,0.012314235255955885,649
Fixed Numbers,fixed_12,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_12,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_12,Match 5,45,2000000,2.25e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_12,Match 4,1941,2000000,0.0009705,0.000968619724401408,649
Fixed Numbers,fixed_12,Match 3,35290,2000000,0.017645,0.017650403866870102,649
Fixed Numbers,fixed_12,Match 2 + Bonus,25004,2000000,0.012502,0.012314235255955885,649
Fixed Numbers,fixed_13,Match 6 (Jackpot),1,2000000,5e-07,7.151123842018516e-08,649
Fixed Numbers,fixed_13,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_13,Match 5,28,2000000,1.4e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_13,Match 4,1965,2000000,0.0009825,0.000968619724401408,649
Fixed Numbers,fixed_13,Match 3,35371,2000000,0.0176855,0.017650403866870102,649
Fixed Numbers,fixed_13,Match 2 + Bonus,24744,2000000,0.012372,0.012314235255955885,649
Fixed Numbers,fixed_14,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_14,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_14,Match 5,37,2000000,1.85e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_14,Match 4,2005,2000000,0.0010025,0.000968619724401408,649
Fixed Numbers,fixed_14,Match 3,35517,2000000,0.0177585,0.017650403866870102,649
Fixed Numbers,fixed_14,Match 2 + Bonus,24711,2000000,0.0123555,0.012314235255955885,649
Fixed Numbers,fixed_15,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_15,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_15,Match 5,40,2000000,2e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_15,Match 4,1915,2000000,0.0009575,0.000968619724401408,649
Fixed Numbers,fixed_15,Match 3,35364,2000000,0.017682,0.017650403866870102,649
Fixed Numbers,fixed_15,Match 2 + Bonus,24728,2000000,0.012364,0.012314235255955885,649
Fixed Numbers,fixed_16,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_16,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_16,Match 5,39,2000000,1.95e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_16,Match 4,1960,2000000,0.00098,0.000968619724401408,649
Fixed Numbers,fixed_16,Match 3,35151,2000000,0.0175755,0.017650403866870102,649
Fixed Numbers,fixed_16,Match 2 + Bonus,24772,2000000,0.012386,0.012314235255955885,649
Fixed Numbers,fixed_17,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_17,Match 5 + Bonus,2,2000000,1e-06,4.29067430521111e-07,649
Fixed Numbers,fixed_17,Match 5,38,2000000,1.9e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_17,Match 4,2011,2000000,0.0010055,0.000968619724401408,649
Fixed Numbers,fixed_17,Match 3,35201,2000000,0.0176005,0.017650403866870102,649
Fixed Numbers,fixed_17,Match 2 + Bonus,24660,2000000,0.01233,0.012314235255955885,649
Fixed Numbers,fixed_18,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_18,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_18,Match 5,31,2000000,1.55e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_18,Match 4,1985,2000000,0.0009925,0.000968619724401408,649
Fixed Numbers,fixed_18,Match 3,35241,2000000,0.0176205,0.017650403866870102,649
Fixed Numbers,fixed_18,Match 2 + Bonus,24976,2000000,0.012488,0.012314235255955885,649
Fixed Numbers,fixed_19,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_19,Match 5 + Bonus,1,2000000,5e-07,4.29067430521111e-07,649
Fixed Numbers,fixed_19,Match 5,40,2000000,2e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_19,Match 4,1925,2000000,0.0009625,0.000968619724401408,649
Fixed Numbers,fixed_19,Match 3,35618,2000000,0.017809,0.017650403866870102,649
Fixed Numbers,fixed_19,Match 2 + Bonus,24741,2000000,0.0123705,0.012314235255955885,649
Fixed Numbers,fixed_20,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_20,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_20,Match 5,31,2000000,1.55e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_20,Match 4,1963,2000000,0.0009815,0.000968619724401408,649
Fixed Numbers,fixed_20,Match 3,35200,2000000,0.0176,0.017650403866870102,649
Fixed Numbers,fixed_20,Match 2 + Bonus,24489,2000000,0.0122445,0.012314235255955885,649
Fixed Numbers,fixed_21,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_21,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_21,Match 5,42,2000000,2.1e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_21,Match 4,1927,2000000,0.0009635,0.000968619724401408,649
Fixed Numbers,fixed_21,Match 3,35230,2000000,0.017615,0.017650403866870102,649
Fixed Numbers,fixed_21,Match 2 + Bonus,24801,2000000,0.0124005,0.012314235255955885,649
Fixed Numbers,fixed_22,Match 6 (Jackpot),0,2000000,0.0,7.151123842018516e-08,649
Fixed Numbers,fixed_22,Match 5 + Bonus,0,2000000,0.0,4.29067430521111e-07,649
Fixed Numbers,fixed_22,Match 5,39,2000000,1.95e-05,1.8020832081886662e-05,649
Fixed Numbers,fixed_22,Match 4,1930,2000000,0.000965,0.000968619724401408,649
